shipping_id,warehouse_id,shipping_partner,shipping_cost,delivery_days,delivery_status
2170,2,Ekart,57,6,Delivered
2171,5,Delhivery,68,6,Delivered
2172,4,Delhivery,74,2,Delivered
2173,5,Blue Dart,160,1,Delivered
2174,3,Ekart,81,4,Delivered
2175,4,DTDC,71,5,Delivered
2176,2,Delhivery,146,4,Delivered
2177,3,Blue Dart,162,1,Delivered
2178,1,Delhivery,155,4,Delivered
2179,2,Blue Dart,118,7,Delivered
2180,3,Ekart,238,7,Delivered
2181,1,Ekart,292,1,Delivered
2182,5,Delhivery,60,2,Delivered
2183,2,Blue Dart,291,1,Delivered
2184,5,Ekart,300,7,Delivered
2185,2,Blue Dart,43,6,Delivered
2186,3,Ekart,231,5,Delivered
2187,2,Ekart,211,2,Delivered
2188,4,Delhivery,186,4,Delivered
2189,5,DTDC,144,2,Delivered
2190,4,Delhivery,145,2,Delivered
2191,3,Blue Dart,195,3,Delivered
2192,2,Ekart,151,5,Delivered
2193,1,Blue Dart,132,7,Delivered
2194,4,DTDC,207,4,Delivered
2195,2,DTDC,285,5,Delivered
2196,2,Delhivery,94,1,Delivered
2197,5,Delhivery,45,3,Delivered
2198,3,DTDC,235,6,Delivered
2199,1,Delhivery,228,2,Delivered
2200,4,Ekart,78,3,Delivered
2201,3,Delhivery,101,3,Delivered
2202,4,Blue Dart,101,6,Delivered
2203,4,Blue Dart,47,1,Delivered
2204,4,Ekart,178,1,Delivered
2205,4,Delhivery,118,2,Delivered
2206,4,Delhivery,59,4,Delivered
2207,4,Blue Dart,46,5,Delivered
2208,1,Ekart,184,6,Delivered
2209,3,Delhivery,179,7,Delivered
2210,4,Delhivery,62,7,Delivered
2211,5,DTDC,158,6,Delivered
2212,3,Ekart,85,5,Delivered
2213,4,Blue Dart,231,6,Delivered
2214,5,Blue Dart,204,6,Delivered
2215,4,Blue Dart,245,3,Delivered
2216,3,Blue Dart,293,6,Delivered
2217,3,DTDC,84,5,Delivered
2218,3,Ekart,278,4,Delivered
2219,2,Delhivery,215,5,Delivered
2220,5,Ekart,121,7,Delivered
2221,2,Blue Dart,242,1,Delivered
2222,1,Delhivery,93,5,Delivered
2223,5,Blue Dart,156,6,Delivered
2224,4,Delhivery,206,6,Delivered
2225,5,DTDC,241,2,Delivered
2226,4,Delhivery,155,6,Delivered
2227,2,Blue Dart,40,7,Delivered
2228,1,DTDC,113,1,Delivered
2229,2,DTDC,195,7,Delivered
2230,1,Blue Dart,52,1,Delivered
2231,1,Blue Dart,135,7,Delivered
2232,1,Ekart,271,1,Delivered
2233,4,Delhivery,193,3,Delivered
2234,2,Ekart,259,5,Delivered
2235,5,Delhivery,291,1,Delivered
2236,3,Delhivery,170,6,Delivered
2237,5,Delhivery,256,6,Delivered
2238,3,DTDC,53,4,Delivered
2239,1,DTDC,169,5,Delivered
2240,2,Delhivery,272,4,Delivered
2241,2,DTDC,57,3,Delivered
2242,4,Blue Dart,250,1,Delivered
2243,5,Delhivery,299,4,Delivered
2244,2,DTDC,180,6,Delivered
2245,5,Delhivery,169,5,Delivered
2246,4,Blue Dart,271,3,Delivered
2247,1,Ekart,209,4,Delivered
2248,1,Blue Dart,286,4,Delivered
2249,4,Blue Dart,232,1,Delivered
2250,2,Ekart,292,2,Delivered
2251,1,Delhivery,124,2,Delivered
2252,5,Delhivery,264,4,Delivered
2253,1,Ekart,94,4,Delivered
2254,3,DTDC,256,1,Delivered
2255,3,Ekart,283,4,Delivered
2256,2,Delhivery,52,2,Delivered
2257,2,Blue Dart,268,6,Delivered
2258,5,Ekart,284,1,Delivered
2259,5,DTDC,99,5,Delivered
2260,2,Blue Dart,193,2,Delivered
2261,1,Ekart,70,5,Delivered
2262,1,Ekart,44,3,Delivered
2263,3,Blue Dart,285,7,Delivered
2264,4,DTDC,285,2,Delivered
2265,4,Delhivery,114,6,Delivered
2266,2,Delhivery,284,5,Delivered
2267,2,Blue Dart,251,7,Delivered
2268,2,Ekart,248,1,Delivered
2269,1,Ekart,242,1,Delivered
2270,4,DTDC,155,6,Delivered
2271,4,DTDC,120,2,Delivered
2272,3,DTDC,78,4,Delivered
2273,4,Delhivery,83,6,Delivered
2274,1,Ekart,182,4,Delivered
2275,3,Ekart,207,3,Delivered
2276,5,DTDC,237,7,Delivered
2277,5,Blue Dart,280,3,Delivered
2278,3,Delhivery,168,6,Delivered
2279,3,Blue Dart,200,3,Delivered
2280,5,Blue Dart,218,3,Delivered
2281,5,DTDC,182,3,Delivered
2282,2,Blue Dart,191,2,Delivered
2283,5,Ekart,144,7,Delivered
2284,5,Blue Dart,100,6,Delivered
2285,2,Blue Dart,212,2,Delivered
2286,3,Blue Dart,240,4,Delivered
2287,5,DTDC,214,2,Delivered
2288,1,Ekart,103,4,Delivered
2289,4,Delhivery,74,2,Delivered
2290,4,DTDC,181,5,Delivered
2291,2,Ekart,66,4,Delivered
2292,5,Delhivery,283,4,Delivered
2293,1,Blue Dart,132,1,Delivered
2294,1,Delhivery,182,1,Delivered
2295,3,Blue Dart,89,6,Delivered
2296,2,Delhivery,70,1,Delivered
2297,5,Ekart,185,4,Delivered
2298,2,Ekart,221,7,Delivered
2299,1,Ekart,152,2,Delivered
2300,2,Delhivery,122,1,Delivered
2301,3,DTDC,103,1,Delivered
2302,2,Blue Dart,275,5,Delivered
2303,2,Ekart,94,1,Delivered
2304,4,DTDC,268,2,Delivered
2305,1,DTDC,267,4,Delivered
2306,5,DTDC,51,5,Delivered
2307,2,DTDC,263,7,Delivered
2308,3,Ekart,50,4,Delivered
2309,4,DTDC,145,3,Delivered
2310,5,DTDC,126,7,Delivered
2311,2,Ekart,220,4,Delivered
2312,3,Blue Dart,234,5,Delivered
2313,1,Blue Dart,73,4,Delivered
2314,4,Ekart,224,4,Delivered
2315,4,DTDC,257,1,Delivered
2316,3,Blue Dart,177,3,Delivered
2317,4,Blue Dart,126,2,Delivered
2318,5,Blue Dart,58,4,Delivered
2319,2,Delhivery,121,1,Delivered
2320,1,Ekart,80,5,Delivered
2321,4,Blue Dart,190,2,Delivered
2322,3,Blue Dart,157,4,Delivered
2323,5,Delhivery,158,7,Delivered
2324,1,Blue Dart,187,5,Delivered
2325,2,Blue Dart,48,7,Delivered
2326,5,Delhivery,74,7,Delivered
2327,2,Delhivery,276,5,Delivered
2328,2,Blue Dart,135,2,Delivered
2329,3,Blue Dart,179,5,Delivered
2330,5,Delhivery,241,2,Delivered
2331,4,Blue Dart,107,2,Delivered
2332,3,Ekart,276,2,Delivered
2333,1,Blue Dart,122,6,Delivered
2334,1,DTDC,109,1,Delivered
2335,5,DTDC,242,5,Delivered
2336,5,DTDC,221,7,Delivered
2337,4,Ekart,248,2,Delivered
2338,2,Delhivery,145,1,Delivered
2339,3,Delhivery,251,4,Delivered
2340,3,Delhivery,201,4,Delivered
2341,2,DTDC,115,4,Delivered
2342,2,Ekart,242,2,Delivered
2343,2,DTDC,169,4,Delivered
2344,4,Ekart,144,4,Delivered
2345,1,Blue Dart,114,6,Delivered
2346,3,Ekart,67,3,Delivered
2347,4,Delhivery,190,3,Delivered
2348,5,DTDC,60,7,Delivered
2349,1,Ekart,209,2,Delivered
2350,2,Delhivery,91,2,Delivered
2351,3,Delhivery,52,5,Delivered
2352,3,Delhivery,269,4,Delivered
2353,4,Ekart,207,3,Delivered
2354,5,Delhivery,264,7,Delivered
2355,5,Delhivery,299,1,Delivered
2356,4,Ekart,265,6,Delivered
2357,2,Blue Dart,140,1,Delivered
2358,3,DTDC,152,1,Delivered
2359,1,Blue Dart,139,4,Delivered
2360,4,Blue Dart,258,5,Delivered
2361,2,Delhivery,73,2,Delivered
2362,3,DTDC,73,2,Delivered
2363,4,Delhivery,80,6,Delivered
2364,5,Ekart,280,3,Delivered
2365,5,Ekart,207,5,Delivered
2366,5,Ekart,165,2,Delivered
2367,4,DTDC,179,3,Delivered
2368,3,DTDC,247,1,Delivered
2369,3,Ekart,94,7,Delivered
2370,2,Blue Dart,167,4,Delivered
2371,1,Ekart,251,6,Delivered
2372,5,Ekart,193,1,Delivered
2373,5,DTDC,73,7,Delivered
2374,4,DTDC,261,2,Delivered
2375,1,Ekart,229,1,Delivered
2376,4,DTDC,242,5,Delivered
2377,4,Blue Dart,186,2,Delivered
2378,3,Blue Dart,207,5,Delivered
2379,1,Delhivery,82,7,Delivered
2380,2,DTDC,292,1,Delivered
2381,1,Delhivery,281,2,Delivered
2382,3,Ekart,222,6,Delivered
2383,1,Blue Dart,198,3,Delivered
2384,5,Delhivery,60,5,Delivered
2385,2,DTDC,291,1,Delivered
2386,3,Delhivery,185,2,Delivered
2387,5,Ekart,120,6,Delivered
2388,1,DTDC,154,6,Delivered
2389,4,Ekart,123,6,Delivered
2390,3,Ekart,190,6,Delivered
2391,4,Blue Dart,198,6,Delivered
2392,2,DTDC,116,6,Delivered
2393,1,Delhivery,100,2,Delivered
2394,2,Blue Dart,77,3,Delivered
2395,3,Blue Dart,286,4,Delivered
2396,5,Ekart,147,4,Delivered
2397,3,Blue Dart,240,2,Delivered
2398,1,Delhivery,169,4,Delivered
2399,4,DTDC,205,4,Delivered
2400,4,Ekart,134,1,Delivered
2401,3,DTDC,87,4,Delivered
2402,2,Delhivery,111,2,Delivered
2403,4,Ekart,143,6,Delivered
2404,1,Delhivery,224,6,Delivered
2405,3,Ekart,41,1,Delivered
2406,2,Blue Dart,115,3,Delivered
2407,3,DTDC,140,4,Delivered
2408,4,Ekart,273,1,Delivered
2409,1,DTDC,72,4,Delivered
2410,4,Blue Dart,201,7,Delivered
2411,4,Ekart,193,6,Delivered
2412,2,Ekart,242,3,Delivered
2413,2,Delhivery,153,7,Delivered
2414,4,Delhivery,260,1,Delivered
2415,3,DTDC,48,5,Delivered
2416,5,Delhivery,294,5,Delivered
2417,5,Ekart,99,7,Delivered
2418,5,Ekart,130,5,Delivered
2419,1,DTDC,80,3,Delivered
2420,4,Delhivery,90,2,Delivered
2421,2,Ekart,171,4,Delivered
2422,2,Blue Dart,225,1,Delivered
2423,3,Delhivery,79,2,Delivered
2424,1,Blue Dart,73,7,Delivered
2425,2,Delhivery,271,3,Delivered
2426,5,DTDC,102,4,Delivered
2427,3,Delhivery,222,7,Delivered
2428,2,DTDC,136,5,Delivered
2429,1,Delhivery,72,2,Delivered
2430,2,Blue Dart,285,7,Delivered
2431,1,Ekart,239,7,Delivered
2432,1,DTDC,148,2,Delivered
2433,4,Delhivery,156,7,Delivered
2434,5,DTDC,238,3,Delivered
2435,2,Delhivery,58,4,Delivered
2436,5,Ekart,48,6,Delivered
2437,3,DTDC,43,3,Delivered
2438,1,Blue Dart,89,5,Delivered
2439,1,Blue Dart,282,4,Delivered
2440,3,Delhivery,56,7,Delivered
2441,2,Ekart,257,3,Delivered
2442,1,Ekart,110,6,Delivered
2443,2,Ekart,214,7,Delivered
2444,5,Ekart,78,4,Delivered
2445,4,Delhivery,53,3,Delivered
2446,1,Blue Dart,91,3,Delivered
2447,3,Ekart,202,1,Delivered
2448,2,Delhivery,158,1,Delivered
2449,5,Delhivery,192,5,Delivered
2450,1,DTDC,60,3,Delivered
2451,1,Ekart,177,6,Delivered
2452,1,Delhivery,42,1,Delivered
2453,1,DTDC,224,4,Delivered
2454,3,Blue Dart,166,1,Delivered
2455,2,Delhivery,48,4,Delivered
2456,2,Blue Dart,248,1,Delivered
2457,3,Blue Dart,292,5,Delivered
2458,4,Blue Dart,238,2,Delivered
2459,3,Ekart,109,4,Delivered
2460,4,Ekart,177,2,Delivered
2461,4,Ekart,294,1,Delivered
2462,5,Blue Dart,169,6,Delivered
2463,2,Delhivery,167,2,Delivered
2464,2,Blue Dart,63,6,Delivered
2465,2,Blue Dart,181,1,Delivered
2466,2,Delhivery,47,4,Delivered
2467,2,DTDC,113,2,Delivered
2468,3,Ekart,250,4,Delivered
2469,3,DTDC,143,7,Delivered
2470,2,DTDC,220,2,Delivered
2471,4,DTDC,180,4,Delivered
2472,1,DTDC,277,2,Delivered
2473,4,Ekart,144,4,Delivered
2474,2,Ekart,183,2,Delivered
2475,4,Delhivery,272,3,Delivered
2476,4,Blue Dart,181,7,Delivered
2477,3,Blue Dart,285,2,Delivered
2478,1,Blue Dart,288,4,Delivered
2479,5,Blue Dart,96,3,Delivered
2480,5,Ekart,90,3,Delivered
2481,3,DTDC,50,1,Delivered
2482,2,Ekart,169,7,Delivered
2483,5,Blue Dart,294,5,Delivered
2484,1,Ekart,254,5,Delivered
2485,4,Blue Dart,135,1,Delivered
2486,4,Ekart,179,5,Delivered
2487,5,Ekart,89,4,Delivered
2488,2,Blue Dart,206,1,Delivered
2489,3,DTDC,163,5,Delivered
2490,2,DTDC,48,6,Delivered
2491,5,Blue Dart,158,4,Delivered
2492,2,DTDC,251,5,Delivered
2493,1,DTDC,109,2,Delivered
2494,2,Ekart,89,1,Delivered
2495,5,DTDC,101,3,Delivered
2496,4,Blue Dart,87,3,Delivered
2497,5,Delhivery,87,7,Delivered
2498,5,Blue Dart,62,4,Delivered
2499,5,Blue Dart,43,7,Delivered
2500,4,Ekart,91,1,Delivered
2501,2,Ekart,40,4,Delivered
2502,3,DTDC,124,1,Delivered
2503,5,Delhivery,180,2,Delivered
2504,2,Delhivery,131,2,Delivered
2505,2,Blue Dart,191,4,Delivered
2506,2,Blue Dart,56,1,Delivered
2507,3,Ekart,261,2,Delivered
2508,2,DTDC,233,1,Delivered
2509,1,Blue Dart,255,1,Delivered
2510,2,Delhivery,118,4,Delivered
2511,2,Blue Dart,176,6,Delivered
2512,5,Ekart,271,2,Delivered
2513,5,Blue Dart,269,4,Delivered
2514,4,Ekart,201,3,Delivered
2515,1,Blue Dart,247,3,Delivered
2516,4,Delhivery,99,7,Delivered
2517,1,Blue Dart,97,5,Delivered
2518,5,Blue Dart,67,5,Delivered
2519,2,Blue Dart,163,1,Delivered
2520,5,Delhivery,163,5,Delivered
2521,3,Delhivery,172,3,Delivered
2522,2,Blue Dart,62,4,Delivered
2523,2,Blue Dart,85,5,Delivered
2524,4,Delhivery,256,6,Delivered
2525,1,Ekart,275,2,Delivered
2526,3,Delhivery,56,7,Delivered
2527,1,Delhivery,82,3,Delivered
2528,1,Delhivery,137,4,Delivered
2529,4,Ekart,69,7,Delivered
2530,1,Blue Dart,220,3,Delivered
2531,5,Ekart,189,3,Delivered
2532,5,Blue Dart,284,3,Delivered
2533,1,Blue Dart,129,7,Delivered
2534,5,Delhivery,200,4,Delivered
2535,5,DTDC,279,1,Delivered
2536,1,Delhivery,173,2,Delivered
2537,3,Delhivery,225,6,Delivered
2538,5,Blue Dart,247,4,Delivered
2539,2,DTDC,116,7,Delivered
2540,2,Ekart,229,6,Delivered
2541,3,Blue Dart,232,6,Delivered
2542,1,DTDC,67,4,Delivered
2543,4,DTDC,221,7,Delivered
2544,5,Blue Dart,104,1,Delivered
2545,1,Delhivery,240,3,Delivered
2546,1,Delhivery,173,6,Delivered
2547,2,DTDC,295,2,Delivered
2548,4,Blue Dart,72,4,Delivered
2549,2,Delhivery,112,6,Delivered
2550,3,Blue Dart,197,4,Delivered
2551,1,Blue Dart,254,7,Delivered
2552,3,DTDC,149,1,Delivered
2553,1,DTDC,60,7,Delivered
2554,4,Blue Dart,221,7,Delivered
2555,1,Blue Dart,246,7,Delivered
2556,3,Blue Dart,190,2,Delivered
2557,1,DTDC,233,3,Delivered
2558,3,Delhivery,155,6,Delivered
2559,2,Blue Dart,181,3,Delivered
2560,4,Delhivery,214,1,Delivered
2561,3,Blue Dart,144,2,Delivered
2562,2,Ekart,201,6,Delivered
2563,2,Blue Dart,92,1,Delivered
2564,4,DTDC,103,5,Delivered
2565,2,Blue Dart,86,6,Delivered
2566,4,Blue Dart,108,4,Delivered
2567,2,Delhivery,248,7,Delivered
2568,1,DTDC,207,4,Delivered
2569,5,DTDC,44,1,Delivered
2570,2,Delhivery,55,5,Delivered
2571,4,Delhivery,105,7,Delivered
2572,1,Blue Dart,233,3,Delivered
2573,3,Ekart,101,6,Delivered
2574,1,Blue Dart,240,3,Delivered
2575,2,Delhivery,79,3,Delivered
2576,1,Ekart,95,5,Delivered
2577,2,DTDC,284,3,Delivered
2578,5,Blue Dart,248,2,Delivered
2579,2,Blue Dart,77,2,Delivered
2580,3,Ekart,254,1,Delivered
2581,1,Ekart,106,5,Delivered
2582,1,Ekart,50,7,Delivered
2583,2,DTDC,242,4,Delivered
2584,5,Delhivery,99,6,Delivered
2585,1,Delhivery,138,7,Delivered
2586,2,Ekart,239,4,Delivered
2587,1,Delhivery,237,2,Delivered
2588,1,Ekart,148,1,Delivered
2589,2,Ekart,214,3,Delivered
2590,5,Blue Dart,263,5,Delivered
2591,4,DTDC,113,5,Delivered
2592,3,Ekart,60,1,Delivered
2593,5,Delhivery,269,7,Delivered
2594,3,Blue Dart,284,7,Delivered
2595,5,Blue Dart,248,1,Delivered
2596,3,Delhivery,67,1,Delivered
2597,4,Delhivery,64,5,Delivered
2598,5,Delhivery,188,3,Delivered
2599,1,DTDC,170,5,Delivered
2600,4,DTDC,232,7,Delivered
2601,5,DTDC,85,5,Delivered
2602,5,Ekart,236,6,Delivered
2603,2,Blue Dart,209,5,Delivered
2604,1,Ekart,139,2,Delivered
2605,1,Blue Dart,154,3,Delivered
2606,4,DTDC,68,4,Delivered
2607,5,DTDC,119,4,Delivered
2608,4,DTDC,55,6,Delivered
2609,2,Ekart,156,5,Delivered
2610,3,Ekart,164,5,Delivered
2611,1,Ekart,41,3,Delivered
2612,1,Blue Dart,262,3,Delivered
2613,2,DTDC,223,5,Delivered
2614,4,Ekart,87,7,Delivered
2615,5,DTDC,216,4,Delivered
2616,2,Delhivery,286,7,Delivered
2617,2,Blue Dart,200,5,Delivered
2618,3,Blue Dart,176,4,Delivered
2619,2,Ekart,300,3,Delivered
2620,1,Blue Dart,284,7,Delivered
2621,1,DTDC,240,4,Delivered
2622,1,DTDC,297,2,Delivered
2623,2,Ekart,53,1,Delivered
2624,4,Delhivery,182,1,Delivered
2625,1,Ekart,67,4,Delivered
2626,5,Blue Dart,266,6,Delivered
2627,1,Ekart,152,6,Delivered
2628,1,DTDC,265,4,Delivered
2629,4,Blue Dart,69,6,Delivered
2630,2,DTDC,250,6,Delivered
2631,2,Ekart,49,5,Delivered
2632,4,DTDC,236,1,Delivered
2633,5,Delhivery,174,1,Delivered
2634,5,Ekart,74,2,Delivered
2635,4,Blue Dart,85,2,Delivered
2636,3,Blue Dart,143,3,Delivered
2637,1,DTDC,80,4,Delivered
2638,2,Delhivery,80,5,Delivered
2639,4,Delhivery,152,7,Delivered
2640,5,Ekart,107,4,Delivered
2641,5,Ekart,232,1,Delivered
2642,4,Delhivery,191,3,Delivered
2643,1,Blue Dart,205,1,Delivered
2644,3,Delhivery,88,4,Delivered
2645,1,Blue Dart,271,2,Delivered
2646,1,DTDC,280,5,Delivered
2647,4,DTDC,127,2,Delivered
2648,2,Delhivery,291,7,Delivered
2649,2,Delhivery,139,3,Delivered
2650,2,Ekart,291,7,Delivered
2651,4,Blue Dart,258,7,Delivered
2652,5,Blue Dart,98,7,Delivered
2653,5,Ekart,249,1,Delivered
2654,5,DTDC,51,4,Delivered
2655,5,DTDC,246,6,Delivered
2656,4,DTDC,71,4,Delivered
2657,2,DTDC,115,7,Delivered
2658,3,Delhivery,232,5,Delivered
2659,2,Blue Dart,154,6,Delivered
2660,2,Delhivery,241,6,Delivered
2661,1,Ekart,269,1,Delivered
2662,4,Blue Dart,77,5,Delivered
2663,1,Blue Dart,207,5,Delivered
2664,5,Delhivery,177,2,Delivered
2665,5,Ekart,48,2,Delivered
2666,3,Delhivery,157,6,Delivered
2667,4,Ekart,299,3,Delivered
2668,3,Ekart,73,6,Delivered
2669,3,DTDC,299,4,Delivered
2670,4,Delhivery,222,2,Delivered
2671,4,DTDC,239,4,Delivered
2672,2,Delhivery,271,3,Delivered
2673,5,Delhivery,276,4,Delivered
2674,4,DTDC,116,7,Delivered
2675,4,DTDC,118,7,Delivered
2676,3,Blue Dart,292,6,Delivered
2677,3,Delhivery,244,6,Delivered
2678,3,Delhivery,177,1,Delivered
2679,4,DTDC,209,6,Delivered
2680,1,Delhivery,103,2,Delivered
2681,2,Ekart,231,3,Delivered
2682,5,DTDC,275,5,Delivered
2683,2,Ekart,190,2,Delivered
2684,2,Ekart,240,7,Delivered
2685,2,Delhivery,214,4,Delivered
2686,1,Ekart,135,5,Delivered
2687,4,Blue Dart,215,4,Delivered
2688,2,DTDC,153,7,Delivered
2689,3,Ekart,92,2,Delivered
2690,1,DTDC,229,3,Delivered
2691,5,Ekart,237,7,Delivered
2692,1,Ekart,289,7,Delivered
2693,3,Blue Dart,43,2,Delivered
2694,1,Delhivery,97,4,Delivered
2695,2,Delhivery,141,5,Delivered
2696,5,Blue Dart,177,7,Delivered
2697,3,Blue Dart,241,3,Delivered
2698,3,DTDC,95,3,Delivered
2699,2,Delhivery,150,6,Delivered
2700,5,Blue Dart,254,4,Delivered
2701,1,Blue Dart,258,4,Delivered
2702,1,Delhivery,176,7,Delivered
2703,3,Delhivery,58,7,Delivered
2704,4,DTDC,102,6,Delivered
2705,4,Delhivery,107,7,Delivered
2706,3,Ekart,106,2,Delivered
2707,5,Ekart,245,2,Delivered
2708,3,DTDC,253,1,Delivered
2709,5,DTDC,270,5,Delivered
2710,3,Blue Dart,110,4,Delivered
2711,5,Ekart,183,5,Delivered
2712,5,DTDC,226,7,Delivered
2713,5,Ekart,131,5,Delivered
2714,5,Delhivery,82,7,Delivered
2715,3,Delhivery,109,7,Delivered
2716,1,Blue Dart,197,3,Delivered
2717,5,Blue Dart,77,2,Delivered
2718,3,Ekart,75,2,Delivered
2719,3,DTDC,57,5,Delivered
2720,5,Blue Dart,91,3,Delivered
2721,5,DTDC,237,5,Delivered
2722,2,DTDC,153,4,Delivered
2723,3,DTDC,116,6,Delivered
2724,3,Blue Dart,228,3,Delivered
2725,5,Blue Dart,128,6,Delivered
2726,2,Blue Dart,72,2,Delivered
2727,2,Delhivery,196,5,Delivered
2728,4,Delhivery,86,5,Delivered
2729,3,DTDC,121,2,Delivered
2730,4,Ekart,52,5,Delivered
2731,4,Delhivery,273,2,Delivered
2732,3,DTDC,277,3,Delivered
2733,5,Ekart,287,2,Delivered
2734,5,Delhivery,206,2,Delivered
2735,5,DTDC,235,6,Delivered
2736,1,DTDC,67,5,Delivered
2737,4,Delhivery,280,2,Delivered
2738,2,Blue Dart,266,7,Delivered
2739,5,Blue Dart,54,3,Delivered
2740,2,Blue Dart,250,2,Delivered
2741,4,Ekart,78,6,Delivered
2742,5,Blue Dart,161,2,Delivered
2743,2,Blue Dart,203,5,Delivered
2744,3,DTDC,102,4,Delivered
2745,4,Blue Dart,122,7,Delivered
2746,2,Delhivery,210,3,Delivered
2747,5,DTDC,99,2,Delivered
2748,5,DTDC,41,2,Delivered
2749,4,Delhivery,122,1,Delivered
2750,5,DTDC,294,6,Delivered
2751,4,Ekart,110,5,Delivered
2752,5,Blue Dart,106,2,Delivered
2753,2,Ekart,243,6,Delivered
2754,5,Blue Dart,128,1,Delivered
2755,3,DTDC,278,5,Delivered
2756,5,DTDC,218,6,Delivered
2757,5,Ekart,134,2,Delivered
2758,4,Delhivery,60,2,Delivered
2759,3,Blue Dart,238,6,Delivered
2760,5,Ekart,96,4,Delivered
2761,2,Blue Dart,87,1,Delivered
2762,5,Blue Dart,218,6,Delivered
2763,3,Blue Dart,284,3,Delivered
2764,2,Delhivery,140,1,Delivered
2765,4,Delhivery,147,6,Delivered
2766,1,Delhivery,114,4,Delivered
2767,2,Delhivery,146,2,Delivered
2768,4,DTDC,111,1,Delivered
2769,1,Delhivery,97,4,Delivered
2770,2,Blue Dart,61,1,Delivered
2771,4,Blue Dart,215,6,Delivered
2772,4,Blue Dart,141,5,Delivered
2773,1,Ekart,138,4,Delivered
2774,2,Delhivery,131,4,Delivered
2775,5,Delhivery,116,7,Delivered
2776,2,Delhivery,86,3,Delivered
2777,4,Blue Dart,212,7,Delivered
2778,3,Blue Dart,116,5,Delivered
2779,2,Delhivery,139,6,Delivered
2780,3,DTDC,73,7,Delivered
2781,2,Ekart,105,7,Delivered
2782,4,Delhivery,89,2,Delivered
2783,1,Blue Dart,181,2,Delivered
2784,5,Ekart,227,4,Delivered
2785,2,Delhivery,172,1,Delivered
2786,1,Blue Dart,286,1,Delivered
2787,3,Blue Dart,285,2,Delivered
2788,3,Delhivery,125,5,Delivered
2789,4,Delhivery,260,4,Delivered
2790,1,DTDC,156,2,Delivered
2791,5,Delhivery,215,3,Delivered
2792,1,Blue Dart,186,1,Delivered
2793,1,Delhivery,225,4,Delivered
2794,5,DTDC,228,4,Delivered
2795,5,Delhivery,229,4,Delivered
2796,3,Ekart,257,7,Delivered
2797,3,DTDC,94,2,Delivered
2798,4,DTDC,41,1,Delivered
2799,1,Delhivery,102,1,Delivered
2800,4,Blue Dart,91,4,Delivered
2801,1,DTDC,122,4,Delivered
2802,5,Delhivery,89,7,Delivered
2803,4,Delhivery,115,5,Delivered
2804,3,Delhivery,277,1,Delivered
2805,1,DTDC,271,1,Delivered
2806,4,Blue Dart,210,1,Delivered
2807,3,Ekart,181,4,Delivered
2808,4,Blue Dart,98,6,Delivered
2809,1,DTDC,133,3,Delivered
2810,3,DTDC,258,6,Delivered
2811,3,DTDC,55,2,Delivered
2812,1,Ekart,141,6,Delivered
2813,5,DTDC,120,7,Delivered
2814,3,DTDC,241,4,Delivered
2815,1,Ekart,72,5,Delivered
2816,4,Delhivery,56,1,Delivered
2817,4,DTDC,91,3,Delivered
2818,5,Delhivery,74,7,Delivered
2819,4,DTDC,279,1,Delivered
2820,1,Delhivery,174,5,Delivered
2821,5,Delhivery,178,5,Delivered
2822,2,Delhivery,202,7,Delivered
2823,3,Delhivery,192,6,Delivered
2824,4,DTDC,292,6,Delivered
2825,2,DTDC,264,6,Delivered
2826,4,Ekart,92,4,Delivered
2827,1,Blue Dart,150,4,Delivered
2828,4,DTDC,176,2,Delivered
2829,3,DTDC,133,2,Delivered
2830,5,Ekart,98,5,Delivered
2831,1,Ekart,124,4,Delivered
2832,1,Blue Dart,279,1,Delivered
2833,5,Blue Dart,94,1,Delivered
2834,2,Delhivery,172,1,Delivered
2835,1,Blue Dart,229,6,Delivered
2836,5,DTDC,115,1,Delivered
2837,1,Ekart,300,1,Delivered
2838,5,DTDC,173,3,Delivered
2839,2,Delhivery,271,3,Delivered
2840,2,DTDC,299,3,Delivered
2841,5,Blue Dart,71,7,Delivered
2842,5,Delhivery,254,4,Delivered
2843,1,Blue Dart,136,4,Delivered
2844,3,DTDC,86,7,Delivered
2845,2,DTDC,178,7,Delivered
2846,4,Blue Dart,277,6,Delivered
2847,5,DTDC,65,3,Delivered
2848,3,Blue Dart,100,3,Delivered
2849,5,DTDC,97,3,Delivered
2850,4,Blue Dart,130,4,Delivered
2851,5,Blue Dart,210,6,Delivered
2852,1,DTDC,243,2,Delivered
2853,5,DTDC,184,7,Delivered
2854,4,Blue Dart,175,5,Delivered
2855,3,DTDC,199,2,Delivered
2856,1,Blue Dart,213,1,Delivered
2857,2,Ekart,164,7,Delivered
2858,3,Blue Dart,40,5,Delivered
2859,2,Ekart,244,5,Delivered
2860,2,Delhivery,263,2,Delivered
2861,4,Blue Dart,267,5,Delivered
2862,4,Delhivery,72,1,Delivered
2863,2,Delhivery,167,3,Delivered
2864,2,Blue Dart,248,1,Delivered
2865,4,DTDC,40,3,Delivered
2866,1,Ekart,204,5,Delivered
2867,4,Ekart,51,2,Delivered
2868,3,DTDC,114,3,Delivered
2869,1,DTDC,202,6,Delivered
2870,3,Ekart,54,7,Delivered
2871,4,Delhivery,280,7,Delivered
2872,1,Blue Dart,172,5,Delivered
2873,5,Delhivery,41,7,Delivered
